id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,CO_abs,CO2_abs,HC_abs,PMx_abs,NOx_abs,fuel_abs,electricity_abs
V6ToEastH6.19,228.0,468_1,0.0,0.0,0.0,347.0,522_1,56.88,13.38,119.0,1512.23,0.0,0,0.0,12.44,0,tripinfo_V6ToEastH6.19 emissions_V6ToEastH6.19,gasoline_euro4,1.02,3703.38801,353972.519376,24.644385,5.356698,136.070197,112901.019533,0.0
SouthEvansGateToSilbury.9,162.0,526_0,0.0,0.0,0.0,348.0,215_1,19.43,12.99,186.0,1477.59,56.0,1,0.0,81.13,0,tripinfo_SouthEvansGateToSilbury.9 emissions_SouthEvansGateToSilbury.9,electric,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.0,0.0,524_0,0.0,0.0,0.0,350.0,771_0,56.88,14.08,350.0,2613.57,133.0,3,0.0,169.25,0,tripinfo_WestH6ToSaxonSt.0 emissions_WestH6ToSaxonSt.0,electric,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.4,48.0,524_0,0.0,0.0,0.0,352.0,771_0,56.88,15.85,304.0,2607.22,95.0,3,0.0,138.38,0,tripinfo_WestH6ToSaxonSt.4 emissions_WestH6ToSaxonSt.4,electric,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6ToEastH6.20,240.0,468_1,0.0,0.0,0.0,354.0,522_1,56.88,14.46,114.0,1512.23,0.0,0,0.0,13.3,0,tripinfo_V6ToEastH6.20 emissions_V6ToEastH6.20,electric,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.1,12.0,524_0,0.0,0.0,0.0,355.0,771_0,56.88,13.65,343.0,2602.68,111.0,6,0.0,162.74,0,tripinfo_WestH6ToSaxonSt.1 emissions_WestH6ToSaxonSt.1,electric,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastA509ToH6.3,54.0,770_0,0.0,0.0,0.0,359.0,522_0,56.88,13.76,305.0,1483.64,165.0,4,0.0,199.14,0,tripinfo_EastA509ToH6.3 emissions_EastA509ToH6.3,electric,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastA509ToH6.2,36.0,770_0,0.0,0.0,0.0,363.0,522_0,56.88,12.16,327.0,1483.64,179.0,3,0.0,212.22,0,tripinfo_EastA509ToH6.2 emissions_EastA509ToH6.2,electric,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestA509ToAvebury.5,90.0,773_0,0.0,0.0,0.0,366.0,213_1,19.13,13.3,276.0,2337.28,64.0,3,0.0,101.17,0,tripinfo_WestA509ToAvebury.5 emissions_WestA509ToAvebury.5,gasoline_euro4,0.97,18388.035493,761796.955545,100.865686,13.402458,308.952941,242982.611957,0.0
V6ToEastH6.21,252.0,468_1,0.0,0.0,0.0,366.0,522_1,56.88,14.99,114.0,1512.23,0.0,0,0.0,13.99,0,tripinfo_V6ToEastH6.21 emissions_V6ToEastH6.21,gasoline_euro4,1.1,4302.690306,385698.248026,27.773529,6.207899,149.584364,123019.793234,0.0
SouthEvansGateToSilbury.3,54.0,526_0,0.0,0.0,0.0,367.0,215_0,19.43,13.16,313.0,1471.76,172.0,4,0.0,203.9,0,tripinfo_SouthEvansGateToSilbury.3 emissions_SouthEvansGateToSilbury.3,gasoline_euro4,0.97,34989.417869,872478.290586,179.500701,18.289311,374.72883,278290.935821,0.0
WestA509ToAvebury.3,54.0,773_0,0.0,0.0,0.0,367.0,213_0,19.13,11.75,313.0,2337.25,91.0,3,0.0,121.9,0,tripinfo_WestA509ToAvebury.3 emissions_WestA509ToAvebury.3,gasoline_euro4,0.89,22673.857011,813189.795009,121.657125,14.28055,330.559435,259376.821053,0.0
SouthEvansGateToSilbury.6,108.0,526_0,0.0,0.0,0.0,367.0,215_1,19.43,12.59,259.0,1471.71,114.0,4,0.0,147.81,0,tripinfo_SouthEvansGateToSilbury.6 emissions_SouthEvansGateToSilbury.6,gasoline_euro4,0.96,25473.704113,714038.325656,132.262283,14.25016,301.826819,227752.766416,0.0
SouthEvansGateToSilbury.4,72.0,526_0,0.0,0.0,0.0,369.0,215_0,19.43,15.7,297.0,1471.73,151.0,4,0.0,202.48,0,tripinfo_SouthEvansGateToSilbury.4 emissions_SouthEvansGateToSilbury.4,gasoline_euro4,1.13,33489.670725,887825.121816,173.095891,18.913844,383.813055,283184.303125,0.0
SouthEvansGateToSilbury.8,144.0,526_0,0.0,0.0,0.0,369.0,215_1,19.43,15.38,225.0,1471.7,95.0,3,0.0,131.3,0,tripinfo_SouthEvansGateToSilbury.8 emissions_SouthEvansGateToSilbury.8,gasoline_euro4,1.14,22227.702216,685736.484419,116.617248,13.851185,289.597949,218723.870835,0.0
EastA509ToH6.5,90.0,770_0,0.0,0.0,0.0,372.0,522_0,56.88,12.66,282.0,1483.75,126.0,4,0.0,174.12,0,tripinfo_EastA509ToH6.5 emissions_EastA509ToH6.5,gasoline_euro4,0.99,28932.807643,799075.504285,149.910709,16.124878,339.139884,254876.63085,0.0
EastA509ToH6.6,108.0,770_0,0.0,0.0,0.0,374.0,522_1,56.88,14.19,266.0,1483.82,112.0,4,0.0,167.44,0,tripinfo_EastA509ToH6.6 emissions_EastA509ToH6.6,electric,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastA509ToH6.4,72.0,770_0,0.0,0.0,0.0,375.0,522_0,56.88,12.65,303.0,1483.77,136.0,5,0.0,189.5,0,tripinfo_EastA509ToH6.4 emissions_EastA509ToH6.4,electric,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastA509ToH6.9,162.0,770_0,0.0,0.0,0.0,378.0,522_1,56.88,13.9,216.0,1483.69,76.0,2,0.0,116.41,0,tripinfo_EastA509ToH6.9 emissions_EastA509ToH6.9,electric,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastA509ToH6.1,18.0,770_0,0.0,0.0,0.0,381.0,522_0,56.88,11.0,363.0,1483.82,194.0,4,0.0,237.45,0,tripinfo_EastA509ToH6.1 emissions_EastA509ToH6.1,gasoline_euro4,0.86,39785.673732,947043.839558,203.143906,19.707248,407.255085,302076.06627,0.0
V6ToEastH6.22,264.0,468_1,0.0,0.0,0.0,385.0,522_1,56.88,13.66,121.0,1512.23,0.0,0,0.0,13.15,0,tripinfo_V6ToEastH6.22 emissions_V6ToEastH6.22,gasoline_euro4,1.01,3538.0366,354157.005701,23.453046,4.979324,133.156082,112960.16188,0.0
V6ToEastH6.23,276.0,468_1,0.0,0.0,0.0,390.0,522_1,56.88,15.07,114.0,1512.23,0.0,0,0.0,14.79,0,tripinfo_V6ToEastH6.23 emissions_V6ToEastH6.23,gasoline_euro4,1.1,4627.928869,390087.30293,29.693236,6.615233,154.600325,124419.488199,0.0
WestH6ToSaxonSt.7,84.0,524_0,0.0,0.0,0.0,401.0,771_1,56.88,13.04,317.0,2767.88,58.0,3,0.0,110.99,0,tripinfo_WestH6ToSaxonSt.7 emissions_WestH6ToSaxonSt.7,gasoline_euro4,1.01,20515.560894,920927.653976,113.88719,16.051151,372.207707,293737.95716,0.0
WestH6ToSaxonSt.3,36.0,524_0,0.0,0.0,0.0,409.0,771_1,56.88,11.7,373.0,2767.85,89.0,3,0.0,136.5,0,tripinfo_WestH6ToSaxonSt.3 emissions_WestH6ToSaxonSt.3,gasoline_euro4,0.88,26244.810528,984036.877275,142.067567,17.704683,404.495779,313869.233117,0.0
WestA509ToEastH6.3,108.0,773_1,0.0,0.0,0.0,409.0,522_1,56.88,12.28,301.0,3082.3,14.0,1,0.0,51.45,0,tripinfo_WestA509ToEastH6.3 emissions_WestA509ToEastH6.3,electric,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.8,96.0,524_0,0.0,0.0,0.0,410.0,771_1,56.88,13.9,314.0,2574.96,82.0,4,0.0,142.78,0,tripinfo_WestH6ToSaxonSt.8 emissions_WestH6ToSaxonSt.8,gasoline_euro4,1.1,24231.021446,932665.353497,131.373948,17.601829,385.676017,297482.457437,0.0
WestA509ToAvebury.1,18.0,773_0,0.0,0.0,0.0,415.0,213_0,19.13,14.39,397.0,2286.79,214.0,3,0.0,244.86,0,tripinfo_WestA509ToAvebury.1 emissions_WestA509ToAvebury.1,electric,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6ToEastH6.24,288.0,468_1,0.0,0.0,0.0,417.0,522_1,56.88,12.51,129.0,1512.23,0.0,0,0.0,13.32,0,tripinfo_V6ToEastH6.24 emissions_V6ToEastH6.24,electric,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestA509ToAvebury.0,0.0,773_0,0.0,0.0,0.0,419.0,213_0,19.13,12.52,419.0,2288.55,202.0,4,0.0,241.55,0,tripinfo_WestA509ToAvebury.0 emissions_WestA509ToAvebury.0,electric,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestA509ToAvebury.4,72.0,773_0,0.0,0.0,0.0,420.0,213_0,19.13,14.41,348.0,2288.57,162.0,4,0.0,207.25,0,tripinfo_WestA509ToAvebury.4 emissions_WestA509ToAvebury.4,electric,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestA509ToAvebury.6,108.0,773_0,0.0,0.0,0.0,422.0,213_0,19.13,13.45,314.0,2288.57,118.0,3,0.0,153.95,0,tripinfo_WestA509ToAvebury.6 emissions_WestA509ToAvebury.6,electric,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6ToEastH6.25,300.0,468_1,0.0,0.0,0.0,423.0,522_1,56.88,13.66,123.0,1512.23,0.0,0,0.0,16.57,0,tripinfo_V6ToEastH6.25 emissions_V6ToEastH6.25,gasoline_euro4,1.03,4430.724582,382502.548253,28.596074,6.057114,149.324539,122000.716814,0.0
SouthEvansGateToSilbury.11,198.0,526_0,0.0,0.0,0.0,431.0,215_1,19.43,13.12,233.0,1477.52,95.0,2,0.0,121.36,0,tripinfo_SouthEvansGateToSilbury.11 emissions_SouthEvansGateToSilbury.11,electric,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6ToEastH6.26,312.0,468_1,0.0,0.0,0.0,432.0,522_1,56.88,13.05,120.0,1512.23,0.0,0,0.0,11.39,0,tripinfo_V6ToEastH6.26 emissions_V6ToEastH6.26,electric,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SouthEvansGateToSilbury.12,216.0,526_0,0.0,0.0,0.0,433.0,215_1,19.43,15.14,217.0,1477.56,79.0,4,0.0,123.63,0,tripinfo_SouthEvansGateToSilbury.12 emissions_SouthEvansGateToSilbury.12,electric,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6ToEastH6.27,324.0,468_1,0.0,0.0,0.0,433.0,522_1,56.88,16.71,109.0,1512.23,0.0,0,0.0,20.0,0,tripinfo_V6ToEastH6.27 emissions_V6ToEastH6.27,electric,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SouthEvansGateToSilbury.10,180.0,526_0,0.0,0.0,0.0,436.0,215_1,19.43,12.09,256.0,1477.62,102.0,3,0.0,138.05,0,tripinfo_SouthEvansGateToSilbury.10 emissions_SouthEvansGateToSilbury.10,electric,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SouthEvansGateToSilbury.13,234.0,526_0,0.0,0.0,0.0,438.0,215_1,19.43,14.06,204.0,1477.59,59.0,4,0.0,98.28,0,tripinfo_SouthEvansGateToSilbury.13 emissions_SouthEvansGateToSilbury.13,electric,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.6,72.0,524_0,0.0,0.0,0.0,442.0,771_0,56.88,12.77,370.0,2613.57,129.0,2,0.0,164.47,0,tripinfo_WestH6ToSaxonSt.6 emissions_WestH6ToSaxonSt.6,electric,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastA509ToH6.10,180.0,770_0,0.0,0.0,0.0,442.0,522_0,56.88,14.14,262.0,1483.8,120.0,3,0.0,156.57,0,tripinfo_EastA509ToH6.10 emissions_EastA509ToH6.10,gasoline_euro4,1.02,26820.918435,759153.906263,139.32404,15.339446,321.416171,242142.652828,0.0
WestH6ToSaxonSt.13,156.0,524_0,0.0,0.0,0.0,444.0,771_0,56.88,12.45,288.0,2608.48,56.0,1,0.0,90.79,0,tripinfo_WestH6ToSaxonSt.13 emissions_WestH6ToSaxonSt.13,electric,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.12,144.0,524_0,0.0,0.0,0.0,445.0,771_0,56.88,14.31,301.0,2599.3,80.0,3,0.0,129.71,0,tripinfo_WestH6ToSaxonSt.12 emissions_WestH6ToSaxonSt.12,electric,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastA509ToH6.7,126.0,770_0,0.0,0.0,0.0,450.0,522_0,56.88,12.2,324.0,1483.77,172.0,4,0.0,204.67,0,tripinfo_EastA509ToH6.7 emissions_EastA509ToH6.7,electric,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastA509ToH6.8,144.0,770_0,0.0,0.0,0.0,450.0,522_1,56.88,13.08,306.0,1483.82,154.0,4,0.0,198.72,0,tripinfo_EastA509ToH6.8 emissions_EastA509ToH6.8,gasoline_euro4,1.0,33222.408835,852149.388559,170.907314,17.822139,366.267253,271806.094333,0.0
WestH6ToSaxonSt.9,108.0,524_0,0.0,0.0,0.0,455.0,771_0,56.88,13.84,347.0,2602.68,108.0,5,0.0,166.34,0,tripinfo_WestH6ToSaxonSt.9 emissions_WestH6ToSaxonSt.9,electric,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestA509ToAvebury.8,147.0,773_0,0.0,0.0,3.0,455.0,213_0,19.13,12.14,308.0,2337.28,88.0,2,0.0,119.19,0,tripinfo_WestA509ToAvebury.8 emissions_WestA509ToAvebury.8,gasoline_euro4,0.9,22056.028552,804417.907593,118.7122,14.274818,327.917288,256578.510523,0.0
WestA509ToEastH6.6,216.0,773_0,0.0,0.0,0.0,456.0,522_1,56.88,13.4,240.0,2762.5,17.0,1,0.0,45.64,0,tripinfo_WestA509ToEastH6.6 emissions_WestA509ToEastH6.6,electric,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6ToEastH6.28,336.0,468_1,0.0,0.0,0.0,459.0,522_1,56.88,15.33,123.0,1512.23,0.0,0,0.0,25.09,0,tripinfo_V6ToEastH6.28 emissions_V6ToEastH6.28,gasoline_euro4,1.11,5599.931724,423017.520829,34.794226,7.154608,167.979249,134923.025351,0.0
WestH6ToSaxonSt.5,60.0,524_0,0.0,0.0,0.0,460.0,771_0,56.88,10.83,400.0,2602.7,137.0,5,0.0,184.49,0,tripinfo_WestH6ToSaxonSt.5 emissions_WestH6ToSaxonSt.5,electric,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V6ToEastH6.29,348.0,468_1,0.0,0.0,0.0,470.0,522_1,56.88,13.56,122.0,1512.23,0.0,0,0.0,13.07,0,tripinfo_V6ToEastH6.29 emissions_V6ToEastH6.29,gasoline_euro4,1.0,3930.056974,359923.061056,25.78834,5.505539,139.100253,114798.99039,0.0
V6ToEastH6.30,360.0,468_1,0.0,0.0,0.0,487.0,522_1,56.88,12.24,127.0,1512.23,0.0,0,0.0,13.11,0,tripinfo_V6ToEastH6.30 emissions_V6ToEastH6.30,electric,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.10,120.0,524_0,0.0,0.0,0.0,489.0,771_1,56.88,12.73,369.0,2767.88,96.0,4,0.0,161.81,0,tripinfo_WestH6ToSaxonSt.10 emissions_WestH6ToSaxonSt.10,gasoline_euro4,1.0,28537.96036,1076133.114611,154.346615,20.123037,445.278059,343243.395415,0.0
EastAveburyToWestA509.5,242.0,483_1,0.0,0.0,0.0,491.0,774_0,29.75,13.99,249.0,2311.97,25.0,4,0.0,78.01,0,tripinfo_EastAveburyToWestA509.5 emissions_EastAveburyToWestA509.5,electric,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EastAveburyToWestA509.10,285.0,483_1,0.0,0.0,0.0,497.0,774_0,29.75,13.97,212.0,2241.69,12.0,1,0.0,61.26,0,tripinfo_EastAveburyToWestA509.10 emissions_EastAveburyToWestA509.10,electric,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.11,132.0,524_0,0.0,0.0,0.0,498.0,771_1,56.88,10.82,366.0,2574.94,96.0,5,0.0,145.23,0,tripinfo_WestH6ToSaxonSt.11 emissions_WestH6ToSaxonSt.11,gasoline_euro4,0.85,26067.109767,904484.003414,139.447504,15.956979,369.297157,288496.632518,0.0
WestH6ToSaxonSt.17,204.0,524_0,0.0,0.0,0.0,499.0,771_1,56.88,13.24,295.0,2574.97,59.0,4,0.0,107.75,0,tripinfo_WestH6ToSaxonSt.17 emissions_WestH6ToSaxonSt.17,gasoline_euro4,1.01,18666.675955,829973.980497,103.5038,14.367792,334.288239,264727.760398,0.0
WestH6ToSaxonSt.14,168.0,524_0,0.0,0.0,0.0,501.0,771_1,56.88,12.5,333.0,2767.88,50.0,4,0.0,112.43,0,tripinfo_WestH6ToSaxonSt.14 emissions_WestH6ToSaxonSt.14,gasoline_euro4,0.94,20985.119272,922985.538634,116.476331,15.976355,374.207745,294394.690946,0.0
EastAveburyToWestA509.0,200.0,483_0,0.0,0.0,0.0,501.0,774_0,29.75,14.17,301.0,2254.73,104.0,3,0.0,141.4,0,tripinfo_EastAveburyToWestA509.0 emissions_EastAveburyToWestA509.0,gasoline_euro4,1.03,25930.873455,898593.328993,138.244918,17.301972,373.707877,286616.130185,0.0
WestA509ToEastH6.5,180.0,773_1,0.0,0.0,0.0,503.0,522_0,56.88,11.12,323.0,3082.3,29.0,2,0.0,67.29,0,tripinfo_WestA509ToEastH6.5 emissions_WestA509ToEastH6.5,electric,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WestH6ToSaxonSt.16,192.0,524_0,0.0,0.0,0.0,503.0,771_1,56.88,12.97,311.0,2767.88,36.0,4,0.0,98.96,0,tripinfo_WestH6ToSaxonSt.16 emissions_WestH6ToSaxonSt.16,gasoline_euro4,0.97,18924.579242,914910.161449,107.037187,16.186489,373.019899,291817.396614,0.0
